lastname,firstname
sanbonmatsu, dm
ho, ea
chakravarti, d
krish, r
paul, p
srivastava, j
dutta-bergman, mj
wells, wd
phillips, dm
baumgartner, h
srivastava, j
raghubir, p
xia, l
sudharshan, d
barone, mj
miniard, pw
whittler, te
spira, js
zhang, s
kardes, fr
cronley, ml
wang, j
wyer, rs
ziamou, p
ratneshwar, s
kardes, fr
sanbonmatsu, dm
cronley, ml
houghton, dc
reed, a
wooten, db
bolton, le
ahuvia, ac
wong, ny
novak, tp
hoffman, dl
duhachek, a
zinkhan, gm
kwak, h
morrison, m
peters, co
luna, d
peracchio, la
de juan, md
rosa, ja
malter, aj
haubl, g
murray, kb
ariely, d
simonson, i
bechwati, nn
xia, l
trifts, v
haubl, g
gershoff, ad
mukherjee, a
mukhopadhyay, a
dholakia, rr
chiang, kp
chiang, kp
dholakia, rr
grewal, r
cline, tw
davies, a
chattopadhyay, a
dahl, dw
ritchie, rjb
shahin, kn
achenreiner, gb
john, dr
johar, gv
moreau, p
schwarz, n
krishnan, hs
chakravarti, d
escalas, je
bettman, jr
chatterjee, s
heath, tb
basuroy, s
gibbs, bj
drolet, a
goldberg, me
gorn, gj
peracchio, la
bamossy, g
sanbonmatsu, dm
kardes, fr
houghton, dc
ho, ea
posavac, ss
menon, s
kahn, be
darke, pr
dahl, dw
forehand, mr
grier, s
rose, gm
dalakas, v
kropp, f
kidwell, b
jewell, rd
calder, bj
malthouse, ec
li, hr
daugherty, t
biocca, f
priester, jr
petty, re
gregan-paxton, j
moreau, p
mccabe, db
nowlis, sm
bechwati, nn
morrin, m
bohner, g
einwiller, s
erb, hp
siebler, f
lin, yc
lin, ch
raghubir, p
iacobucci, d
duhachek, a
fedorikhin, a
cole, ca
szykman, lr
bloom, pn
blazing, j
warlop, l
alba, jw
morwitz, vg
fitzsimons, gj
jewell, rd
unnava, hr
ariely, d
lynch, jg
aparicio, m
strebel, j
erdem, t
swait, j
escalas, je
moore, mc
britton, je
priester, jr
godek, j
nayakankuppum, dj
park, k
punj, gn
hillyer, cl
horsky, d
nelson, p
posavac, ss
sherry, jf
kozinets, rv
duhachek, a
deberry-spence, b
nuttavuthisit, k
storm, d
meyers-levy, j
maheswaran, d
albarracin, d
cheema, a
chiu, cy
cialdini, r
hafner, m
luce, mf
martin, l
medin, d
monroe, k
ramanathan, s
strack, f
zhou, rr
arndt, j
solomon, s
kasser, t
sheldon, km
maheswaran, d
agrawal, n
rindfleisch, a
burroughs, je
arndt, j
solomon, s
kasser, t
sheldon, km
kardes, fr
posavac, ss
cronley, ml
van osselaer, smj
alba, jw
manchanda, p
howard, dj
kerin, ra
fennis, bm
das, ehfj
pruyn, ath
bradley, sd
meeds, r
yi, sw
baumgartner, h
batra, r
homer, pm
wyer, rs
shavitt, s
olsen, gd
pracejus, jw
brunel, ff
tietje, bc
greenwald, ag
maison, d
greenwald, ag
bruin, rh
tormala, zl
petty, re
mcgraw, ap
tetlock, pe
tetlock, pe
mcgraw, ap
duhachek, a
iacobucci, d
coulter, ks
coulter, ra
thomson, m
macinnis, dj
park, cw
park, j
kim, jk
silvera, dh
kardes, fr
harvey, n
cronley, ml
houghton, dc
gregan-paxton, j
hoeffler, s
zhao, m
lurie, nh
srivastava, j
cronley, ml
posavac, ss
meyer, t
kardes, fr
kellaris, jj
mowen, jc
sujan, h
roberts, ja
tanner, jf
manolis, c
batra, r
baumgartner, h
bodenhausen, g
brendl, m
burroughs, j
danziger, s
drolet, a
klein, j
levin, i
solomon, s
torelli, c
wyer, rs
shavitt, s
dijksterhuis, a
smith, pk
van baaren, rb
wigboldus, dhj
janiszewski, c
van osselaer, smj
dijksterhuis, a
smith, pk
cowley, e
rossiter, jr
wyer, rs
shavitt, s
shehryar, o
hunt, dm
ashworth, l
darke, pr
schaller, m
dahl, dw
honea, h
manchanda, rv
zhang, y
fishbach, a
monga, a
zhu, r
sung, yj
tinkham, sf
briley, da
morris, mw
simonson, i
ambady, n
krabbenhoft, ma
hogan, d
peracchio, la
luna, d
cheema, a
soman, d
nelson, mr
brunel, ff
supphellen, m
manchanda, rv
mandel, n
petrova, pk
cialdini, rb
rosa, ja
garbarino, ec
malter, aj
brunner, ta
wanke, m
doyle, jr
bottomley, pa
honea, h
morales, ac
fitzsimons, gj
kardes, fr
cronley, ml
kim, j
suh, jc
yi, yj
dholakia, ua
gopinath, m
bagozzi, rp
nataraajan, r
krishna, a
wagner, m
yoon, c
adaval, r
danziger, s
moran, s
rafaely, v
votolato, nl
unnava, hr
wyer, robert s.
shavitt, sharon
strack, fritz
werth, lioba
deutsch, roland
macinnis, deborah j.
patrick, vanessa m.
hong, sung-tai
kang, dong kyoon
reinhard, marc-andre
messner, matthias
sporer, siegfried ludwig
lee, kyoungmi
shavitt, sharon
yeo, junsang
park, jongwon
rotte, kristin
chandrashekaran, murali
tax, stephen s.
grewal, rajdeep
naylor, rebecca walker
raghunathan, rajagopal
ramanathan, suresh
shavitt, sharon
lalwani, ashok k.
zhang, jing
torelli, carlos j.
shavitt, sharon
zhang, jing
torelli, carlos j.
lalwani, ashok k.
yoon, yeosun
guerhan-canli, zeynep
schwarz, norbert
basil, debra z.
herr, paul m.
white, katherine
dahl, darren w.
zeelenberg, marcel
pieters, rik
roese, neal j.
summerville, amy
fessel, florian
pieters, rik
zeelenberg, marcel
briley, donnel a.
shrum, l. j.
wyer, robert s.
dimofte, claudiu v.
yalch, richard f.
main, kelley j.
dahl, darren w.
darke, peter r.
jain, shailendra pratap
slotegraaf, rebecca j.
lindsey, charles d.
trope, yaacov
liberman, nira
wakslak, cheryl
dhar, ravi
kim, eunice y.
lynch, john g.
zauberman, gal
liberman, nira
trope, yaacov
wakslak, cheryl
johar, gita venkataramani
roggeveen, anne l.
kramer, thomas
yoon, song-oh
iacobucci, dawn
saldanha, neela
deng, xiaoyan
han, seunghee
lerner, jennifer s.
keltner, dacher
cavanaugh, lisa a.
bettman, james r.
luce, mary frances
payne, john w.
lerner, jennifer s.
han, seunghee
keltner, dacher
wood, stacy l.
bettman, james r.
gill, tripat
dube, laurette
duhachek, adam
oakley, james l.
kruger, justin
galak, jeff
burrus, jeremy
sedikides, constantine
gregg, aiden p.
cisek, sylwia
hart, claire m.
ji, mindy f.
wood, wendy
bechwati, nada nasr
morrin, maureen
zhao, shenghui
meyer, robert j.
gill, tripat
dube, laurette
hong, sung-tai
kang, dong kyoon
kramer, thomas
yoon, song-oh
baumeister, roy f.
sparks, erin a.
stillman, tyler f.
vohs, kathleen d.
hofmann, wilhelm
strack, fritz
deutsch, roland
wertenbroch, klaus
vosgerau, joachim
bruyneel, sabrina d.
shen, hao
wyer, robert s.
kruger, justin
vargas, patrick
sengupta, jaideep
dahl, darren w.
spangenberg, eric r.
greenwald, anthony g.
sprott, david e.
gollwitzer, peter m.
oettingen, gabriele
moore, sarah g.
fitzsimons, gavan j.
kim, hakkyun
john, deborah roedder
lau-gesk, loraine
drolet, aimee
rucker, derek d.
petty, richard e.
brinol, pablo
bettman, james r.
luce, mary frances
payne, john w.
dhar, ravi
novemsky, nathan
kivetz, ran
netzer, oded
schrift, rom
peracchio, laura a.
escalas, jennifer edson
cho, hyejeung
schwarz, norbert
hagtvedt, henrik
patrick, vanessa m.
hung, iris w.
wyer, robert s.
wyer, robert s.
hung, iris w.
jiang, yuwei
childers, terry l.
jiang, yang
cohen, joel b.
belyavsky, julia
silk, tim
wyer, robert s.
jiang, yuwei
hung, ins w.
fedorikhin, alexander
park, c. whan
thomson, matthew
auh, seigyoung
shih, eric
yoon, yeosun
monga, alokparna basu
john, deborah roedder
fitzsimons, gavan j.
moore, sarah g.
yoon, carolyn
cole, catherine a.
lee, michelle p.
healey, m. karl
hasher, lynn
sternthal, brian
bonezzi, andrea
cole, catherine a.
lee, michelle p.
yoon, carolyn
tuk, mirjam a.
verlegh, peeter w. j.
smidts, ale
wigboldus, daniel h. j.
roster, catherine a.
richins, marsha l.
weisbuch, max
mackie, diane
white, katherine
willness, chelsea
biswas, dipayan
biswas, abhijit
chatterjee, subimal
higgins, e. tory
scholer, abigail a.
pham, michel tuan
avnet, tamar
scholer, abigail a.
higgins, e. tory
coulter, keith s.
norberg, patricia a.
dimofte, claudiu v.
johansson, johny k.
jiang, yuwei
cho, angela
adaval, rashmi
valenzuela, ana
raghubir, priya
zhang, jing
nelson, michelle r.
mao, en
garcia, stephen m.
weaver, kimberlee
darley, john m.
spence, bryan t.
sellier, anne laure
chattopadhyay, amitava
shavitt, sharon
torelli, carlos j.
wong, jimmy
aaker, jennifer l.
akutsu, satoshi
mao, huifang
luo, xueming
jain, shailendra pratap
schlosser, ann e.
shavitt, sharon
van herpen, erica
pieters, rik
zeelenberg, marcel
white, katherine
argo, jennifer j.
decarlo, thomas e.
barone, michael j.
mukhopadhyay, anirban
johar, gita venkataramani
luna, david
kim, hyeong-min (christian)
sundie, jill m.
ward, james c.
beal, daniel j.
chin, wynne w.
geiger-oneto, stephanie
viswanathan, madhubalan
torelli, carlos j.
xia, lan
gau, roland
ryu, gangseog
han, jin k.
qiu, cheng
lee, yih hwai
yeung, catherine w. m.
lee, eun-ju
schumann, david w.
lakshmanan, arun
krishnan, h. shanker
patrick, vanessa m.
lancellotti, matthew p.
demello, gustavo
duhachek, adam
kelting, katie
smith, n. craig
kimmel, allan j.
klein, jill gabrielle
zhang, meng
wang, jing
ahn, hee-kyung
liu, maggie wenjing
soman, dilip
chowdhury, tilottama g.
ratneshwar, s.
desai, kalpesh kaushik
white, katherine
mcfarland, cathy
patrick, vanessa m.
chun, haeeun helen
macinnis, deborah j.
wang, jing
calder, bobby j.
joy, annamma
sherry, john
venkatesh, alladi
deschenes, jonathan
wood, wendy
neal, david t.
gollwitzer, peter m.
sheeran, paschal
hagtvedt, henrik
patrick, vanessa m.
hafner, michael
trampe, debra
freeman, dan
shapiro, stewart
brucks, merrie
mourali, mehdi
pons, frank
gibbert, michael
mazursky, david
kramer, thomas
lau-gesk, loraine
chiu, chi-yue
wegener, duane t.
petty, richard e.
blankenship, kevin l.
detweiler-bedell, brian
frederick, shane
kahneman, daniel
mochon, daniel
epley, nicholas
gilovich, thomas
wegener, duane t.
petty, richard e.
blankenship, kevin l.
detweiler-bedell, brian
shen, hao
wyer, robert s.
ellis, andrew w.
holmes, selina j.
wright, richard l.
hornik, jacob
ofir, chezy
shaanan-satchi, rinat
lee, seung hwan (mark)
cotte, june
noseworthy, theodore j.
barone, michael j.
roy, tirthankar
cohen, joel b.
belyavsky, julia
silk, tim
zhang, jing
nelson, michelle r.
mao, en
wyer, robert s.
xu, alison jing
markman, arthur b.
loewenstein, jeffrey
chandler, jesse
schwarz, norbert
mcferran, brent
dahl, darren w.
fitzsimons, gavan j.
morales, andrea c.
zhong, jing yang
mitchell, vincent-wayne
freling, traci h.
dacin, peter a.
chaplin, lan nguyen
john, deborah roedder
saini, ritesh
thota, sweta c.
florack, arnd
friese, malte
scarabis, martin
fabrigar, leandre r.
porter, ronald d.
norris, meghan e.
bublitz, melissa g.
peracchio, laura a.
block, lauren g.
czellar, sandor
luna, david
cronley, maria l.
mantel, susan powell
kardes, frank r.
johnson, jennifer wiggins
grimm, pamela e.
nielsen, jesper h.
escalas, jennifer edson
mcferran, brent
dahl, darren w.
gorn, gerald j.
honea, heather
lwin, may o.
morrin, maureen
krishna, aradhna
posavac, steven s.
herzenstein, michal
kardes, frank r.
sundaram, suresh
russo, j. edward
chaxel, anne-sophie
dimofte, claudiu v.
yalch, richard f.
saqib, najam u.
frohlich, norman
bruning, edward
puligadda, sanjay
grewal, rajdeep
rangaswamy, arvind
kardes, frank r.
briesch, richard
rajagopal, priyali
patrick, vanessa m.
peracchio, laura a.
madzharov, adriana v.
block, lauren g.
krishna, aradhna
elder, ryan s.
caldara, cindy
hoegg, joandrea
alba, joseph w.
dahl, darren w.
reimann, martin
zaichkowsky, judith
neuhaus, carolin
bender, thomas
weber, bernd
pandelaere, mario
millet, kobe
van den bergh, bram
townsend, claudia
shu, suzanne b.
venkatesh, alladi
joy, annamma
sherry, john f.
deschenes, jonathan
cho, hyejeung
schwarz, norbert
deng, xiaoyan
hui, sam k.
hutchinson, j. wesley
kumar, minu
garg, nitika
meyers-levy, joan
zhu, rui (juliet)
yang, xiaojing
zhang, jing
peracchio, laura a.
bos, maarten w.
dijksterhuis, ap
van baaren, rick b.
messner, claude
waenke, michaela
fishbach, ayelet
ratner, rebecca k.
zhang, ying
veltkamp, martijn
custers, ruud
aarts, henk
brasel, s. adam
gips, james
park, ji kyung
john, deborah roedder
chartrand, tanya l.
fitzsimons, gavan j.
sleeth-keppler, david
wheeler, s. christian
dimofte, claudiu v.
yalch, richard f.
hang, haiming
auty, susan
forehand, mark r.
perkins, andrew
reed, americus
kramer, thomas
block, lauren
dunn, elizabeth w.
gilbert, daniel t.
wilson, timothy d.
vohs, kathleen d.
baumeister, roy f.
schwarz, norbert
xu, jing
verwijmeren, thijs
karremans, johan c.
stroebe, wolfgang
wigboldus, daniel h. j.
priester, joseph r.
petty, richard e.
aaker, jennifer l.
rudd, melanie
mogilner, cassie
chancellor, joseph
lyubomirsky, sonja
kwong, jessica y. y.
soman, dilip
ho, candy k. y.
riemer, hila
shavitt, sharon
ferraro, rosellina
escalas, jennifer edson
bettman, james r.
scheibehenne, benjamin
mata, jutta
todd, peter m.
raghubir, priya
morwitz, vicki g.
chakravarti, amitav
nunes, joseph c.
dreze, xavier
han, young jee
henderson, conor m.
beck, joshua t.
palmatier, robert w.
galli, maria
gorn, gerald
ein-gar, danit
steinhart, yael
fisher, robert j.
gregoire, yany
murray, kyle b.
zimmerman, ian
redker, christopher
gibson, bryan
fennis, bob m.
adriaanse, marieke a.
stroebe, wolfgang
pol, bert
jae, haeran
delvecchio, devon s.
childers, terry l.
chan, haksin
cui, selina
wilken, brooke
miyamoto, yuri
uchida, yukiko
morrin, maureen
krishna, aradhna
lwin, may o.
noseworthy, theodore j.
goode, miranda r.
krishna, aradhna
elder, ryan s.
caldara, cindy
keller, punam anand
harlam, bari
loewenstein, george
volpp, kevin g.
huber, joel
payne, john
paolacci, gabriele
burson, katherine a.
rick, scott i.
yang, adelle x.
hsee, christopher k.
liu, yi
zhang, li
leonhardt, james m.
keller, l. robin
pechmann, cornelia
toure-tillery, maferima
fishbach, ayelet
shu, suzanne b.
peck, joann
berger, jonah
shiv, baba
chatterjee, subimal
roy, rajat
malshe, ashwin vinod
plassmann, hilke
ramsoy, thomas zoega
milosavljevic, milica
milosavljevic, milica
navalpakkam, vidhya
koch, christof
rangel, antonio
estes, zachary
gibbert, michael
guest, duncan
mazursky, david
shiv, baba
yoon, carolyn
litt, ab
shiv, baba
esch, franz-rudolf
moell, thorsten
schmitt, bernd
elger, christian e.
neuhaus, carolin
weber, bernd
saad, gad
stenstrom, eric
aggarwal, pankaj
larrick, richard p.
reimann, martin
castano, raquel
zaichkowsky, judith
bechara, antoine
venkatraman, vinod
clithero, john a.
fitzsimons, gavan j.
huettel, scott a.
berns, gregory s.
moore, sara e.
kervyn, nicolas
fiske, susan t.
malone, chris
fournier, susan
alvarez, claudio
aaker, jennifer l.
garbinsky, emily n.
vohs, kathleen d.
thomson, matthew
whelan, jodie
johnson, allison r.
priester, joseph r.
petty, richard e.
bennett, aronte marie
hill, ronald paul
fiske, susan t.
malone, chris
kervyn, nicolas
kopetz, catalina e.
kruglanski, arie w.
arens, zachary g.
etkin, jordan
johnson, heather m.
haws, kelly l.
naylor, rebecca walker
coulter, robin a.
bearden, william o.
biswas, dipayan
keller, l. robin
burman, bidisha
rice, dan hamilton
kelting, katie
lutz, richard j.
janakiraman, narayan
ordonez, lisa
boland, wendy attaya
connell, paul m.
erickson, lance-michael
cheng, shirley y. y.
white, tiffany barnett
chaplin, lan nguyen
simpson, jeffry a.
griskevicius, vladas
rothman, alexander j.
simpson, jeffry a.
griskevicius, vladas
rothman, alexander j.
rucker, derek d.
galinsky, adam d.
dubois, david
norton, michael i.
mochon, daniel
ariely, dan
priester, joseph r.
petty, richard e.
gorlin, margarita
dhar, ravi
wood, wendy
hayes, timothy
bolton, lisa e.
alba, joseph w.
white, tiffany barnett
yuan, hong
coulter, keith s.
choi, pilsik
monroe, kent b.
khan, uzma
tormala, zakary l.
xu, jing
shen, hao
wyer, robert s.
park, ji kyung
john, deborah roedder
wang, yu
krishna, aradhna
miller, felicia m.
allen, chris t.
passyn, kirsten
sujan, mita
johnson, allison r.
whelan, jodie
thomson, matthew
mazzocco, philip j.
rucker, derek d.
galinsky, adam d.
anderson, eric t.
mathur, pragya
jain, shailendra p.
maheswaran, durairaj
smith, robert w.
schwarz, norbert
lynch, john g.
alba, joseph w.
krishna, aradhna
morwitz, vicki g.
gurhan-canli, zeynep
hedgcock, william m.
vohs, kathleen d.
rao, akshay r.
barone, michael j.
jewell, robert d.
poor, morgan
duhachek, adam
krishnan, shanker
noseworthy, theodore j.
wang, juan
islam, towhidul
aydinoglu, nilufer z.
krishna, aradhna
yang, haiyang
chattopadhyay, amitava
zhang, kuangjie
dahl, darren w.
mackinnon, david p.
cox, matthew g.
miller, felicia m.
allen, chris t.
garg, nitika
lerner, jennifer s.
kappes, heather barry
sharma, eesha
oettingen, gabriele
alba, joseph w.
williams, elanor f.
folkes, valerie s.
matta, shashi
luna, david
carnevale, marina
lerman, dawn
sinha, jayati
naykankuppam, dhananjay
trudel, remi
murray, kyle b.
lamberton, cait poynor
naylor, rebecca walker
haws, kelly l.
chan, elaine
sengupta, jaideep
mukhopadhyay, anirban
gupta, reetika
sen, sankar
catlin, jesse r.
wang, yitong
priester, joseph r.
petty, richard e.
simonson, hamar
bettman, james r.
kramer, thomas
payne, john w.
simonson, itamar
bettman, james r.
kramer, thomas
payne, john w.
ein-gar, danit
levontin, liat
rick, scott i.
schweitzer, maurice e.
goodman, joseph k.
broniarczyk, susan m.
griffin, jill g.
mcalister, leigh
mok, aurelia
morris, michael w.
peck, joann
barger, victor a.
webb, andrea
shalev, edith
morwitz, vicki g.
priester, joseph r.
petty, richard e.
park, c. whan
eisingerich, andreas b.
park, jason whan
fournier, susan
alvarez, claudio
alba, joseph w.
lutz, richard j.
park, c. whan
eisingerich, andreas b.
park, jason whan
de bock, tine
pandelaere, mario
van kenhove, patrick
cohen, joel b.
bernard, h. russell
baker, stacey menzel
hill, ronald paul
bennett, christine m.
kim, hakkyun
loken, barbara
avnet, tamar
laufer, daniel
higgins, e. tory
malkoc, selin a.
hedgcock, william
hoeffler, steve
hoeffler, steve
ariely, dan
west, pat
duclos, rod
griskevicius, vladas
kenrick, douglas t.
kenrick, douglas t.
saad, gad
griskevicius, vladas
he, stephen x.
bond, samuel d.
campbell, margaret c.
mohr, gina s.
verlegh, peeter w. j.
de bruyn, arnaud
prokopec, sonja
martin, justin w.
sloman, steven a.
eelen, jiska
dewitte, siegfried
warlop, luk
packard, grant
wooten, david b.
gomez, pierrick
borges, adilson
pechmann, cornelia (connie)
faraji-rad, ali
moeini-jazani, mehrad
warlop, luk
huang, xun (irene)
li, xiuping
zhang, meng
chakravarti, amitav
grenville, andrew
morwitz, vicki g.
tang, jane
uelkuemen, guelden
priester, joseph r.
petty, richard e.
dhar, ravi
gorlin, margarita
wegener, duane t.
chien, yi-wen
gorlin, margarita
dhar, ravi
jiang, ying
lei, jing
fernandes, daniel
mandel, naomi
kareklas, ioannis
brunel, frederic f.
coulter, robin a.
janiszewski, chris
wyer, robert s.
rucker, derek d.
tormala, zakary l.
petty, richard e.
brinol, pablo
yan, dengfeng
sengupta, jaideep
wyer, robert s.
roehm, michelle l.
roehm, harper a.
petersen, francine espinoza
hamilton, rebecca w.
wiebenga, jacob h.
fennis, bob m.
hoegg, joandrea
scott, maura l.
morales, andrea c.
dahl, darren w.
mai, robert
hoffmann, stefan
krishna, aradhna
schwarz, norbert
larson, jeffrey s.
redden, joseph p.
elder, ryan s.
brasel, s. adam
gips, james
lee, seung hwan (mark)
rotman, jeff d.
perkins, andrew w.
huang, xun (irene)
zhang, meng
hui, michael k.
wyer, robert s.
zwebner, yonat
lee, leonard
goldenberg, jacob
topolinski, sascha
lindner, sandy
freudenberg, anna
cornil, yann
ordabayeva, nailya
kaiser, ulrike
weber, bernd
chandon, pierre
meert, katrien
pandelaere, mario
patrick, vanessa m.
xu, alison jing
labroo, aparna a.
semin, gun r.
palma, tomas a.
ostinelli, massimiliano
luna, david
ringberg, torsten
florack, arnd
kleber, janet
busch, romy
stoehr, david
marin, alex
reimann, martin
castano, raquel
haws, kelly l.
winterich, karen page
naylor, rebecca walker
rick, scott i.
pereira, beatriz
burson, katherine a.
motyka, scott
grewal, dhruv
puccinelli, nancy m.
roggeveen, anne l.
avnet, tamar
daryanto, ahmad
de ruyter, ko
wetzels, martin
xie, wenwen
